timestamp,frame_id,label,confidence,zone,proximity,approach,is_danger,x1,y1,x2,y2,area,frame_w,frame_h
1776183372.1374,14041,keyboard,0.4554,unknown,medium,approaching,False,59,380,359,492,33600,360,640,3
1776183372.6285,14072,laptop,0.5432,unknown,close,approaching,False,0,14,360,356,123120,360,640,3
1776183372.6668,14073,laptop,0.5432,unknown,close,approaching,False,0,14,360,356,123120,360,640,3
1776183372.9152,14087,laptop,0.7784,unknown,medium,receding,False,161,0,360,232,46168,360,640,3
1776183372.9544,14088,laptop,0.4648,unknown,medium,receding,False,159,0,360,244,49044,360,640,3
1776183372.9984,14089,laptop,0.4648,unknown,medium,receding,False,159,0,360,244,49044,360,640,3
1776183373.0425,14090,laptop,0.4068,unknown,medium,receding,False,158,0,360,252,50904,360,640,3
1776183373.0903,14091,laptop,0.4068,unknown,medium,receding,False,158,0,360,252,50904,360,640,3
1776183373.1356,14092,laptop,0.716,unknown,medium,stable,False,155,0,360,258,52890,360,640,3
1776183373.1813,14093,laptop,0.7894,unknown,medium,stable,False,158,0,360,254,51308,360,640,3
1776183373.2229,14094,laptop,0.793,unknown,medium,stable,False,159,0,360,255,51255,360,640,3
1776183373.2649,14095,laptop,0.793,unknown,medium,stable,False,159,0,360,255,51255,360,640,3
1776183373.314,14096,laptop,0.793,unknown,medium,stable,False,159,0,360,255,51255,360,640,3
1776183373.3614,14097,laptop,0.9048,unknown,medium,stable,False,158,0,360,256,51712,360,640,3
1776183373.4043,14098,laptop,0.9048,unknown,medium,stable,False,158,0,360,256,51712,360,640,3
1776183373.4423,14099,laptop,0.8858,unknown,medium,stable,False,159,0,360,255,51255,360,640,3
1776183373.4819,14100,laptop,0.9118,unknown,medium,stable,False,160,0,360,254,50800,360,640,3
1776183373.5275,14101,laptop,0.9118,unknown,medium,stable,False,160,0,360,254,50800,360,640,3
1776183373.5718,14102,laptop,0.9319,unknown,medium,stable,False,163,0,360,250,49250,360,640,3
1776183373.6176,14103,laptop,0.9319,unknown,medium,stable,False,163,0,360,250,49250,360,640,3
1776183373.6661,14104,laptop,0.937,unknown,medium,stable,False,163,0,360,250,49250,360,640,3
1776183373.6661,14104,person,0.4643,unknown,close,receding,False,0,374,360,639,95400,360,640,3
1776183373.7141,14105,laptop,0.937,unknown,medium,stable,False,163,0,360,250,49250,360,640,3
1776183373.7141,14105,person,0.4643,unknown,close,receding,False,0,374,360,639,95400,360,640,3
1776183373.7603,14106,laptop,0.9462,unknown,medium,stable,False,166,0,360,250,48500,360,640,3
1776183373.7603,14106,person,0.499,unknown,close,approaching,False,0,380,360,639,93240,360,640,3
1776183373.8111,14107,laptop,0.9462,unknown,medium,stable,False,166,0,360,250,48500,360,640,3
1776183373.8111,14107,person,0.499,unknown,close,approaching,False,0,380,360,639,93240,360,640,3
1776183373.8584,14108,laptop,0.9556,unknown,medium,stable,False,168,0,360,250,48000,360,640,3
1776183373.8584,14108,person,0.5175,unknown,close,approaching,False,3,423,360,639,77112,360,640,3
1776183373.9119,14109,laptop,0.9507,unknown,medium,stable,False,169,0,360,251,47941,360,640,3
1776183373.9119,14109,person,0.5563,unknown,close,stable,False,0,396,360,639,87480,360,640,3
1776183373.9777,14110,laptop,0.95,unknown,medium,stable,False,169,0,360,254,48514,360,640,3
1776183373.9777,14110,person,0.5938,unknown,close,receding,False,0,426,360,639,76680,360,640,3
1776183374.0403,14111,laptop,0.9463,unknown,medium,stable,False,171,0,360,250,47250,360,640,3
1776183374.0403,14111,person,0.564,unknown,close,receding,False,0,431,360,639,74880,360,640,3
1776183374.0965,14112,laptop,0.9463,unknown,medium,stable,False,171,0,360,250,47250,360,640,3
1776183374.0965,14112,person,0.564,unknown,close,receding,False,0,431,360,639,74880,360,640,3
1776183374.1522,14113,laptop,0.9398,unknown,medium,stable,False,174,0,360,251,46686,360,640,3
1776183374.1522,14113,person,0.4876,unknown,close,stable,False,0,414,360,639,81000,360,640,3
1776183374.2091,14114,laptop,0.9398,unknown,medium,stable,False,174,0,360,251,46686,360,640,3
1776183374.2091,14114,person,0.4876,unknown,close,stable,False,0,414,360,639,81000,360,640,3
1776183374.261,14115,laptop,0.9435,unknown,medium,stable,False,174,0,360,252,46872,360,640,3
1776183374.261,14115,person,0.5657,unknown,close,stable,False,0,421,360,639,78480,360,640,3
1776183374.3068,14116,laptop,0.9372,unknown,medium,stable,False,175,0,360,251,46435,360,640,3
1776183374.3068,14116,person,0.574,unknown,close,stable,False,0,421,360,639,78480,360,640,3
1776183374.3533,14117,laptop,0.9372,unknown,medium,stable,False,175,0,360,251,46435,360,640,3
1776183374.3533,14117,person,0.574,unknown,close,stable,False,0,421,360,639,78480,360,640,3
1776183374.4054,14118,laptop,0.9488,unknown,medium,stable,False,175,0,360,250,46250,360,640,3
1776183374.4054,14118,person,0.5309,unknown,close,stable,False,1,421,360,638,77903,360,640,3
1776183374.4511,14119,laptop,0.9337,unknown,medium,stable,False,175,0,360,249,46065,360,640,3
1776183374.4511,14119,person,0.5088,unknown,close,stable,False,1,423,360,638,77185,360,640,3
1776183374.4946,14120,laptop,0.9414,unknown,medium,stable,False,176,0,360,252,46368,360,640,3
1776183374.4946,14120,person,0.4906,unknown,close,stable,False,0,418,360,639,79560,360,640,3
1776183374.5402,14121,laptop,0.9387,unknown,medium,stable,False,177,0,360,253,46299,360,640,3
1776183374.5402,14121,person,0.4953,unknown,close,stable,False,1,426,360,638,76108,360,640,3
1776183374.5873,14122,laptop,0.9387,unknown,medium,stable,False,177,0,360,253,46299,360,640,3
1776183374.5873,14122,person,0.4953,unknown,close,stable,False,1,426,360,638,76108,360,640,3
1776183374.6337,14123,laptop,0.948,unknown,medium,stable,False,178,0,360,252,45864,360,640,3
1776183374.6337,14123,person,0.5575,unknown,close,stable,False,0,424,360,639,77400,360,640,3
1776183374.6881,14124,laptop,0.948,unknown,medium,stable,False,178,0,360,252,45864,360,640,3
1776183374.6881,14124,person,0.5575,unknown,close,stable,False,0,424,360,639,77400,360,640,3
1776183374.7396,14125,laptop,0.9498,unknown,medium,stable,False,180,0,360,252,45360,360,640,3
1776183374.7396,14125,person,0.5112,unknown,close,stable,False,0,429,360,639,75600,360,640,3
1776183374.7826,14126,laptop,0.9538,unknown,medium,stable,False,181,0,360,251,44929,360,640,3
1776183374.7826,14126,person,0.5301,unknown,close,stable,False,0,429,360,639,75600,360,640,3
1776183374.8307,14127,laptop,0.9538,unknown,medium,stable,False,181,0,360,251,44929,360,640,3
1776183374.8307,14127,person,0.5301,unknown,close,stable,False,0,429,360,639,75600,360,640,3
1776183374.8771,14128,laptop,0.9538,unknown,medium,stable,False,181,0,360,251,44929,360,640,3
1776183374.8771,14128,person,0.5301,unknown,close,stable,False,0,429,360,639,75600,360,640,3
1776183374.9299,14129,laptop,0.9503,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183374.9299,14129,person,0.6021,unknown,close,stable,False,0,429,360,639,75600,360,640,3
1776183374.9299,14129,keyboard,0.4183,unknown,far,receding,False,207,139,359,203,9728,360,640,3
1776183374.9817,14130,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183374.9817,14130,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183374.9817,14130,keyboard,0.4413,unknown,far,receding,False,208,139,359,203,9664,360,640,3
1776183375.039,14131,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.039,14131,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.039,14131,keyboard,0.4413,unknown,far,receding,False,208,139,359,203,9664,360,640,3
1776183375.0881,14132,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.0881,14132,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.0881,14132,keyboard,0.4413,unknown,far,receding,False,208,139,359,203,9664,360,640,3
1776183375.1349,14133,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.1349,14133,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.1349,14133,keyboard,0.4413,unknown,far,receding,False,208,139,359,203,9664,360,640,3
1776183375.1849,14134,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.1849,14134,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.1849,14134,keyboard,0.4413,unknown,far,stable,False,208,139,359,203,9664,360,640,3
1776183375.231,14135,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.231,14135,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.231,14135,keyboard,0.4413,unknown,far,stable,False,208,139,359,203,9664,360,640,3
1776183375.2795,14136,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.2795,14136,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.2795,14136,keyboard,0.4413,unknown,far,stable,False,208,139,359,203,9664,360,640,3
1776183375.3266,14137,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.3266,14137,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.3266,14137,keyboard,0.4413,unknown,far,stable,False,208,139,359,203,9664,360,640,3
1776183375.3734,14138,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.3734,14138,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.3734,14138,keyboard,0.4413,unknown,far,stable,False,208,139,359,203,9664,360,640,3
1776183375.4252,14139,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.4252,14139,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.4252,14139,keyboard,0.4413,unknown,far,stable,False,208,139,359,203,9664,360,640,3
1776183375.4808,14140,laptop,0.9493,unknown,medium,stable,False,181,0,360,252,45108,360,640,3
1776183375.4808,14140,person,0.5606,unknown,close,stable,False,0,428,360,639,75960,360,640,3
1776183375.4808,14140,keyboard,0.4413,unknown,far,stable,False,208,139,359,203,9664,360,640,3
1776268024.6324,14141,laptop,0.6563,unknown,close,stable,False,0,162,232,639,110664,360,640,4
1776268024.6974,14142,laptop,0.8265,unknown,close,stable,False,0,152,238,639,115906,360,640,4
1776268024.8125,14143,laptop,0.726,unknown,close,stable,False,0,150,235,640,115150,360,640,4
1776268024.8125,14143,cell phone,0.4777,unknown,close,stable,False,0,130,230,639,117070,360,640,4
1776268024.8565,14144,laptop,0.6876,unknown,close,stable,False,0,120,237,639,123003,360,640,4
1776268024.8565,14144,cell phone,0.477,unknown,close,stable,False,0,119,235,639,122200,360,640,4
1776268024.959,14145,laptop,0.7673,unknown,close,stable,False,1,112,234,639,122791,360,640,4
1776268025.0378,14146,laptop,0.7966,unknown,close,stable,False,0,110,233,638,123024,360,640,4
1776268025.0872,14147,laptop,0.8066,unknown,close,stable,False,1,108,228,639,120537,360,640,4
1776268025.1328,14148,laptop,0.7793,unknown,close,stable,False,1,121,230,639,118622,360,640,4
1776268025.1787,14149,laptop,0.8324,unknown,close,stable,False,1,120,232,639,119889,360,640,4
1776268025.2219,14150,laptop,0.8095,unknown,close,stable,False,0,129,235,638,119615,360,640,4
1776268025.2652,14151,laptop,0.8095,unknown,close,stable,False,0,129,235,638,119615,360,640,4
1776268025.3085,14152,laptop,0.857,unknown,close,stable,False,0,119,236,639,122720,360,640,4
1776268025.3522,14153,laptop,0.857,unknown,close,stable,False,0,119,236,639,122720,360,640,4
1776268025.3916,14154,laptop,0.8793,unknown,close,stable,False,0,129,237,638,120633,360,640,4
1776268025.4391,14155,laptop,0.9053,unknown,close,stable,False,0,135,239,637,119978,360,640,4
1776268025.4878,14156,laptop,0.9216,unknown,close,stable,False,0,129,243,638,123687,360,640,4
1776268025.5498,14157,laptop,0.9017,unknown,close,stable,False,0,127,248,639,126976,360,640,4
1776268025.5959,14158,laptop,0.9294,unknown,close,stable,False,0,122,249,639,128733,360,640,4
1776268025.6372,14159,laptop,0.9085,unknown,close,stable,False,0,131,265,639,134620,360,640,4
1776268025.6975,14160,laptop,0.8803,unknown,close,stable,False,1,131,269,638,135876,360,640,4
1776268025.6975,14160,cup,0.4738,unknown,far,stable,False,121,19,251,132,14690,360,640,4
1776268025.7615,14161,laptop,0.8782,unknown,close,approaching,False,1,132,288,638,145222,360,640,4
1776268025.8038,14162,laptop,0.8518,unknown,close,approaching,False,0,135,292,637,146584,360,640,4
1776268025.8432,14163,laptop,0.8518,unknown,close,stable,False,0,135,292,637,146584,360,640,4
1776268025.8836,14164,laptop,0.97,unknown,close,stable,False,0,138,296,639,148296,360,640,4
1776268025.9217,14165,laptop,0.97,unknown,close,stable,False,0,138,296,639,148296,360,640,4
1776268025.9643,14166,laptop,0.97,unknown,close,stable,False,0,138,296,639,148296,360,640,4
1776268026.0032,14167,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.0434,14168,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.08,14169,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.1188,14170,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.1613,14171,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.2031,14172,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.2409,14173,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.2798,14174,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.3262,14175,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.376,14176,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.4217,14177,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.4609,14178,laptop,0.9543,unknown,close,stable,False,0,134,295,639,148975,360,640,4
1776268026.502,14179,laptop,0.9578,unknown,close,stable,False,0,138,288,638,144000,360,640,4
1776268026.5386,14180,laptop,0.9578,unknown,close,stable,False,0,138,288,638,144000,360,640,4
1776268026.6562,14181,laptop,0.9563,unknown,close,receding,False,0,115,205,479,74620,270,480,4
1776268026.7159,14182,laptop,0.9493,unknown,close,receding,False,0,103,210,479,78960,270,480,4
1776268026.7782,14183,laptop,0.8459,unknown,close,receding,False,0,99,224,479,85120,270,480,4
1776268026.8945,14184,laptop,0.9154,unknown,close,receding,False,0,94,222,479,85470,270,480,4
1776268026.9561,14185,laptop,0.9359,unknown,close,receding,False,0,102,220,479,82940,270,480,4
1776268027.0088,14186,laptop,0.9583,unknown,close,stable,False,0,106,214,479,79822,270,480,4
1776268027.054,14187,laptop,0.939,unknown,close,stable,False,0,104,218,478,81532,270,480,4
1776268027.0954,14188,laptop,0.8841,unknown,close,stable,False,0,104,219,478,81906,270,480,4
1776268027.1348,14189,laptop,0.8841,unknown,close,stable,False,0,104,219,478,81906,270,480,4
1776268027.1781,14190,laptop,0.8558,unknown,close,stable,False,0,106,213,478,79236,270,480,4
1776268027.3849,14191,laptop,0.7958,unknown,close,stable,False,0,81,214,479,85172,270,480,4
1776268027.3849,14191,person,0.4063,unknown,medium,stable,False,205,123,269,476,22592,270,480,4
1776268027.4811,14192,laptop,0.7744,unknown,close,stable,False,0,67,214,479,88168,270,480,4
1776268027.5326,14193,laptop,0.6993,unknown,close,stable,False,0,73,225,477,90900,270,480,4
1776268027.6132,14194,keyboard,0.7289,unknown,close,stable,False,1,326,219,479,33354,270,480,4
1776268027.6132,14194,laptop,0.5999,unknown,close,approaching,False,0,77,247,478,99047,270,480,4
1776268027.6655,14195,laptop,0.5772,unknown,close,stable,False,0,118,217,480,78554,270,480,4
1776268027.6655,14195,keyboard,0.5263,unknown,close,stable,False,0,320,220,479,34980,270,480,4
1776268027.7168,14196,keyboard,0.623,unknown,close,stable,False,0,311,226,479,37968,270,480,4
1776268027.7168,14196,laptop,0.4397,unknown,close,stable,False,0,79,223,475,88308,270,480,4
1776268027.7662,14197,keyboard,0.4486,unknown,close,stable,False,0,307,229,460,35037,270,480,4
1776268027.7662,14197,laptop,0.4389,unknown,close,approaching,False,0,44,240,478,104160,270,480,4
1776268027.8135,14198,laptop,0.8147,unknown,close,stable,False,0,89,227,480,88757,270,480,4
1776268027.8135,14198,keyboard,0.5184,unknown,close,approaching,False,0,301,225,479,40050,270,480,4
1776268027.8618,14199,laptop,0.7361,unknown,close,stable,False,0,99,223,480,84963,270,480,4
1776268027.8618,14199,keyboard,0.505,unknown,close,approaching,False,0,300,222,479,39738,270,480,4
1776268027.9016,14200,laptop,0.7361,unknown,close,stable,False,0,99,223,480,84963,270,480,4
1776268027.9016,14200,keyboard,0.505,unknown,close,stable,False,0,300,222,479,39738,270,480,4
1776268027.9412,14201,laptop,0.7696,unknown,close,stable,False,0,100,231,480,87780,270,480,4
1776268027.9412,14201,keyboard,0.5363,unknown,close,stable,False,0,299,218,479,39240,270,480,4
1776268027.9875,14202,laptop,0.7696,unknown,close,receding,False,0,100,231,480,87780,270,480,4
1776268027.9875,14202,keyboard,0.5363,unknown,close,stable,False,0,299,218,479,39240,270,480,4
1776268028.0325,14203,laptop,0.8452,unknown,close,stable,False,0,88,218,478,85020,270,480,4
1776268028.0865,14204,laptop,0.816,unknown,close,stable,False,0,76,226,480,91304,270,480,4
1776268028.1689,14205,laptop,0.4978,unknown,close,approaching,False,0,21,222,478,101454,270,480,4
1776268028.2387,14206,laptop,0.5413,unknown,close,stable,False,0,55,209,474,87571,270,480,4
1776268028.3327,14210,keyboard,0.5014,unknown,medium,receding,False,1,372,191,479,20330,270,480,4
1776268029.0872,14263,keyboard,0.4184,unknown,medium,receding,False,0,379,237,479,23700,270,480,4
1776268029.1502,14264,keyboard,0.4945,unknown,medium,receding,False,1,377,235,479,23868,270,480,4
1776268029.2013,14265,keyboard,0.4665,unknown,medium,receding,False,1,379,233,479,23200,270,480,4
1776268029.243,14266,keyboard,0.4599,unknown,medium,receding,False,1,383,231,479,22080,270,480,4
1776268029.284,14267,keyboard,0.4599,unknown,medium,stable,False,1,383,231,479,22080,270,480,4
1776268029.3261,14268,laptop,0.5804,unknown,close,receding,False,0,172,235,479,72145,270,480,4
1776268029.3721,14269,laptop,0.5361,unknown,close,receding,False,0,193,234,479,66924,270,480,4
1776268029.4153,14270,laptop,0.6582,unknown,close,receding,False,0,199,235,479,65800,270,480,4
1776268029.4553,14271,laptop,0.7124,unknown,close,receding,False,0,197,235,479,66270,270,480,4
1776268029.4964,14272,laptop,0.6374,unknown,close,receding,False,0,179,235,479,70500,270,480,4
1776268029.5417,14273,laptop,0.6374,unknown,close,stable,False,0,179,235,479,70500,270,480,4
1776268029.5803,14274,laptop,0.7224,unknown,close,stable,False,0,221,232,480,60088,270,480,4
1776268029.6215,14275,laptop,0.7352,unknown,close,stable,False,0,218,232,480,60784,270,480,4
1776268029.6646,14276,laptop,0.7145,unknown,close,stable,False,0,165,233,479,73162,270,480,4
1776268029.7079,14277,laptop,0.703,unknown,close,stable,False,0,177,233,479,70366,270,480,4
1776268029.7486,14278,laptop,0.703,unknown,close,stable,False,0,177,233,479,70366,270,480,4
1776268029.7904,14279,laptop,0.7109,unknown,close,stable,False,0,199,233,479,65240,270,480,4
1776268029.8379,14280,laptop,0.7773,unknown,close,stable,False,0,202,233,480,64774,270,480,4
1776268029.8774,14281,laptop,0.718,unknown,close,stable,False,0,214,236,480,62776,270,480,4
1776268029.9189,14282,laptop,0.7319,unknown,close,stable,False,0,210,236,480,63720,270,480,4
1776268029.9605,14283,laptop,0.7167,unknown,close,stable,False,0,210,235,480,63450,270,480,4
1776268030.0049,14284,laptop,0.5879,unknown,close,stable,False,0,181,233,480,69667,270,480,4
1776268030.0416,14285,laptop,0.8489,unknown,close,stable,False,0,207,234,479,63648,270,480,4
1776268030.0849,14286,laptop,0.8489,unknown,close,stable,False,0,207,234,479,63648,270,480,4
1776268030.1301,14287,laptop,0.8292,unknown,close,stable,False,0,196,233,479,65939,270,480,4
1776268030.1735,14288,laptop,0.7773,unknown,close,stable,False,0,198,233,479,65473,270,480,4
1776268030.215,14289,laptop,0.6928,unknown,close,stable,False,0,197,233,479,65706,270,480,4
1776268030.2551,14290,laptop,0.629,unknown,close,stable,False,0,185,233,479,68502,270,480,4
1776268030.2988,14291,laptop,0.629,unknown,close,stable,False,0,185,233,479,68502,270,480,4
1776268030.3417,14292,laptop,0.6597,unknown,close,stable,False,0,213,233,480,62211,270,480,4
1776268030.3834,14293,laptop,0.782,unknown,close,stable,False,0,185,234,479,68796,270,480,4
1776268030.4236,14294,laptop,0.782,unknown,close,stable,False,0,185,234,479,68796,270,480,4
1776268030.4684,14295,laptop,0.6254,unknown,close,stable,False,0,185,232,479,68208,270,480,4
1776268030.5104,14296,laptop,0.6024,unknown,close,stable,False,0,220,232,480,60320,270,480,4
1776268030.5577,14297,laptop,0.7239,unknown,close,stable,False,0,197,232,479,65424,270,480,4
1776268030.5998,14298,laptop,0.7898,unknown,close,stable,False,0,201,230,480,64170,270,480,4
1776268030.6409,14299,laptop,0.7473,unknown,close,stable,False,0,206,227,480,62198,270,480,4
1776268030.6936,14300,laptop,0.7077,unknown,close,stable,False,0,197,226,479,63732,270,480,4
1776268030.7332,14301,laptop,0.7172,unknown,close,stable,False,0,181,227,479,67646,270,480,4
1776268030.7714,14302,laptop,0.7414,unknown,close,stable,False,0,184,228,479,67260,270,480,4
1776268030.8083,14303,laptop,0.7501,unknown,close,stable,False,0,209,227,480,61517,270,480,4
1776268030.8491,14304,laptop,0.8154,unknown,close,stable,False,0,210,227,480,61290,270,480,4
1776268030.8895,14305,laptop,0.844,unknown,close,stable,False,1,219,227,480,58986,270,480,4
1776268030.9371,14306,laptop,0.844,unknown,close,stable,False,1,219,227,480,58986,270,480,4
1776268030.9804,14307,laptop,0.901,unknown,close,stable,False,1,219,227,480,58986,270,480,4
1776268031.0208,14308,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.0559,14309,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.0934,14310,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.1349,14311,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.1755,14312,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.2239,14313,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.2677,14314,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.3093,14315,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.3489,14316,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.387,14317,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.426,14318,laptop,0.9018,unknown,close,stable,False,1,203,229,480,63156,270,480,4
1776268031.4691,14319,laptop,0.8983,unknown,close,stable,False,0,202,229,480,63662,270,480,4
1776268033.2458,14451,bed,0.5093,unknown,close,stable,False,18,92,180,315,36126,180,320,4
1776268034.438,14540,bed,0.6236,unknown,close,stable,False,54,137,179,319,22750,180,320,4
1776268034.4869,14541,bed,0.6703,unknown,close,receding,False,56,138,179,319,22263,180,320,4
1776268034.5325,14542,bed,0.6703,unknown,close,receding,False,56,138,179,319,22263,180,320,4
1776268036.5972,14703,person,0.408,unknown,far,stable,False,49,264,130,319,4455,180,320,4
1776268036.6162,14704,person,0.408,unknown,far,receding,False,49,264,130,319,4455,180,320,4
1776268036.6717,14708,person,0.4135,unknown,medium,receding,False,40,261,123,319,4814,180,320,4
1776268036.6898,14709,person,0.4135,unknown,medium,receding,False,40,261,123,319,4814,180,320,4
1776268036.7082,14710,person,0.4135,unknown,medium,receding,False,40,261,123,319,4814,180,320,4
1776268037.0288,14734,person,0.4088,unknown,medium,approaching,False,42,247,132,319,6480,180,320,4
1776268037.0485,14735,person,0.4088,unknown,medium,approaching,False,42,247,132,319,6480,180,320,4
1776268038.0253,14805,tv,0.4577,unknown,far,stable,False,9,119,73,181,3968,180,320,4
1776268038.0635,14806,tv,0.4577,unknown,far,stable,False,9,119,73,181,3968,180,320,4
1776268038.1025,14807,cell phone,0.4817,unknown,far,receding,False,11,112,74,178,4158,180,320,4
1776268038.1429,14808,cell phone,0.6338,unknown,far,receding,False,11,111,74,179,4284,180,320,4
1776268038.1883,14809,cell phone,0.6338,unknown,far,receding,False,11,111,74,179,4284,180,320,4
1776268038.231,14810,cell phone,0.444,unknown,far,receding,False,10,108,75,178,4550,180,320,4
1776268038.2729,14811,cell phone,0.444,unknown,far,receding,False,10,108,75,178,4550,180,320,4
1776268038.3481,14814,cell phone,0.4439,unknown,far,stable,False,10,110,74,176,4224,180,320,4
1776268038.3889,14815,cell phone,0.5027,unknown,far,stable,False,7,111,73,175,4224,180,320,4
1776268038.4378,14816,cell phone,0.5027,unknown,far,stable,False,7,111,73,175,4224,180,320,4
1776268038.4885,14817,cell phone,0.6204,unknown,far,stable,False,9,112,73,175,4032,180,320,4
1776268038.7984,14832,cell phone,0.5568,unknown,far,stable,False,3,115,71,175,4080,180,320,4
1776268038.7984,14832,bed,0.4657,unknown,close,approaching,False,2,82,180,319,42186,180,320,4
1776268039.2042,14862,cat,0.4224,unknown,close,stable,False,0,115,180,318,36540,180,320,4
1776268039.2256,14863,cat,0.4224,unknown,close,stable,False,0,115,180,318,36540,180,320,4
1776268039.2492,14864,cat,0.4224,unknown,close,stable,False,0,115,180,318,36540,180,320,4
1776268039.4057,14875,bed,0.4669,unknown,close,stable,False,0,101,179,318,38843,180,320,4
1776268039.4401,14876,bed,0.4669,unknown,close,approaching,False,0,101,179,318,38843,180,320,4
1776268039.5559,14883,bed,0.5328,unknown,close,approaching,False,0,99,180,319,39600,180,320,4
1776268039.5959,14884,bed,0.5328,unknown,close,approaching,False,0,99,180,319,39600,180,320,4
1776268039.6404,14885,cell phone,0.595,unknown,far,stable,False,3,119,68,186,4355,180,320,4
1776268039.682,14886,bed,0.5336,unknown,close,stable,False,1,85,179,319,41652,180,320,4
1776268039.7859,14891,cell phone,0.6211,unknown,far,stable,False,6,114,73,180,4422,180,320,4
1776268039.8232,14892,cell phone,0.6761,unknown,far,stable,False,7,114,73,179,4290,180,320,4
1776268039.863,14893,cell phone,0.6761,unknown,far,stable,False,7,114,73,179,4290,180,320,4
1776268039.9056,14894,cell phone,0.7342,unknown,far,stable,False,7,114,73,179,4290,180,320,4
1776268039.9561,14895,cell phone,0.7342,unknown,far,stable,False,7,114,73,179,4290,180,320,4
1776268039.9992,14896,cell phone,0.5995,unknown,far,stable,False,7,115,74,179,4288,180,320,4
1776268040.0393,14897,cell phone,0.8191,unknown,far,stable,False,7,116,73,178,4092,180,320,4
1776268040.0829,14898,cell phone,0.7001,unknown,far,stable,False,7,117,72,178,3965,180,320,4
1776268040.1272,14899,cell phone,0.7001,unknown,far,stable,False,7,117,72,178,3965,180,320,4
1776268040.1665,14900,cell phone,0.7749,unknown,far,stable,False,7,118,71,177,3776,180,320,4
1776268040.2076,14901,cell phone,0.5144,unknown,far,stable,False,7,118,71,177,3776,180,320,4
1776268040.2522,14902,cell phone,0.7745,unknown,far,stable,False,7,119,71,178,3776,180,320,4
1776268040.2968,14903,cell phone,0.7745,unknown,far,stable,False,7,119,71,178,3776,180,320,4
1776268040.3406,14904,cell phone,0.6348,unknown,far,stable,False,6,119,71,179,3900,180,320,4
1776268040.3851,14905,cell phone,0.6564,unknown,far,stable,False,5,121,70,180,3835,180,320,4
